N_ED	2005 02 02 10 15	0.1
N_ED	2005 02 02 17 55	0.1
N_ED	2005 02 02 18 00	0.1
N_ED	2005 02 02 18 15	0.1
N_ED	2005 02 02 18 25	0.1
N_ED	2005 02 02 18 45	0.1
N_ED	2005 02 02 19 05	0.1
N_ED	2005 02 02 19 25	0.1
N_ED	2005 02 02 20 05	0.1
N_ED	2005 02 02 20 25	0.1
N_ED	2005 02 02 20 40	0.1
N_ED	2005 02 02 20 50	0.1
N_ED	2005 02 02 21 10	0.1
N_ED	2005 02 02 21 25	0.1
N_ED	2005 02 02 21 40	0.1
N_ED	2005 02 02 22 15	0.1
N_ED	2005 02 02 22 20	0.1
N_ED	2005 02 02 22 30	0.1
N_ED	2005 02 02 22 35	0.1
N_ED	2005 02 02 22 45	0.1
N_ED	2005 02 02 23 00	0.1
N_ED	2005 02 02 23 05	0.1
N_ED	2005 02 02 23 10	0.1
N_ED	2005 02 02 23 15	0.1
N_ED	2005 02 02 23 25	0.1
N_ED	2005 02 02 23 30	0.1
N_ED	2005 02 02 23 40	0.1
N_ED	2005 02 02 23 55	0.2
N_ED	2005 02 03 00 05	0.2
N_ED	2005 02 03 00 10	0.1
N_ED	2005 02 03 00 20	0.1
N_ED	2005 02 03 00 25	0.1
N_ED	2005 02 03 00 30	0.1
N_ED	2005 02 03 00 35	0.1
N_ED	2005 02 03 00 45	0.2
N_ED	2005 02 03 00 50	0.1
N_ED	2005 02 03 00 55	0.1
N_ED	2005 02 03 01 00	0.1
N_ED	2005 02 03 01 05	0.1
N_ED	2005 02 03 01 10	0.1
N_ED	2005 02 03 01 20	0.1
N_ED	2005 02 03 01 40	0.1
N_ED	2005 02 03 01 45	0.1
N_ED	2005 02 03 01 55	0.1
N_ED	2005 02 03 02 05	0.1
N_ED	2005 02 03 02 20	0.1
N_ED	2005 02 03 02 30	0.1
N_ED	2005 02 03 02 40	0.1
N_ED	2005 02 03 02 55	0.1
N_ED	2005 02 03 03 30	0.1
N_ED	2005 02 03 04 35	0.1
N_ED	2005 02 03 04 40	0.1
N_ED	2005 02 03 04 45	0.1
N_ED	2005 02 03 05 05	0.1
N_ED	2005 02 03 06 05	0.1
N_ED	2005 02 03 06 25	0.1
N_ED	2005 02 03 06 35	0.1
N_ED	2005 02 03 06 40	0.1
N_ED	2005 02 03 07 00	0.1
N_ED	2005 02 03 07 10	0.1
N_ED	2005 02 03 07 15	0.1
N_ED	2005 02 03 07 25	0.1
N_ED	2005 02 03 07 50	0.1
N_ED	2005 02 03 08 05	0.1
N_ED	2005 02 03 08 30	0.1
N_ED	2005 02 03 08 40	0.1
N_ED	2005 02 03 09 10	0.1
N_ED	2005 02 03 09 20	0.1
N_ED	2005 02 03 09 30	0.2
N_ED	2005 02 03 09 35	0.1
N_ED	2005 02 03 09 55	0.1
N_ED	2005 02 03 10 45	0.1
N_ED	2005 02 03 19 05	0.1
N_ED	2005 02 10 17 10	0.1
N_ED	2005 02 10 17 40	0.1
N_ED	2005 02 10 18 25	0.1
N_ED	2005 02 10 18 50	0.1
N_ED	2005 02 10 20 10	0.1
N_ED	2005 02 11 03 30	0.1
N_ED	2005 02 11 05 20	0.1
N_ED	2005 02 11 06 05	0.1
N_ED	2005 02 11 06 15	0.1
N_ED	2005 02 11 06 40	0.1
N_ED	2005 02 11 06 45	0.1
N_ED	2005 02 11 06 50	0.1
N_ED	2005 02 11 07 00	0.1
N_ED	2005 02 11 07 10	0.1
N_ED	2005 02 11 07 25	0.1
N_ED	2005 02 11 07 40	0.1
N_ED	2005 02 11 08 15	0.1
N_ED	2005 02 11 09 05	0.1
N_ED	2005 02 11 17 35	0.1
N_ED	2005 02 12 00 10	0.1
N_ED	2005 02 12 00 45	0.1
N_ED	2005 02 12 01 05	0.1
N_ED	2005 02 12 01 30	0.1
N_ED	2005 02 12 02 10	0.1
N_ED	2005 02 12 03 15	0.1
N_ED	2005 02 12 03 40	0.1
N_ED	2005 02 12 04 15	0.1
N_ED	2005 02 12 04 20	0.1
N_ED	2005 02 12 04 40	0.1
N_ED	2005 02 12 05 00	0.1
N_ED	2005 02 12 05 35	0.1
N_ED	2005 02 12 06 00	0.1
N_ED	2005 02 12 06 10	0.1
N_ED	2005 02 12 06 20	0.1
N_ED	2005 02 12 06 30	0.1
N_ED	2005 02 12 06 35	0.1
N_ED	2005 02 12 06 45	0.1
N_ED	2005 02 12 06 55	0.1
N_ED	2005 02 12 07 05	0.2
N_ED	2005 02 12 07 15	0.1
N_ED	2005 02 12 07 20	0.1
N_ED	2005 02 12 07 30	0.2
N_ED	2005 02 12 07 35	0.1
N_ED	2005 02 12 07 40	0.1
N_ED	2005 02 12 07 45	0.1
N_ED	2005 02 12 07 50	0.1
N_ED	2005 02 12 07 55	0.2
N_ED	2005 02 12 08 00	0.1
N_ED	2005 02 12 08 05	0.1
N_ED	2005 02 12 08 10	0.1
N_ED	2005 02 12 08 15	0.1
N_ED	2005 02 12 08 20	0.1
N_ED	2005 02 12 08 25	0.1
N_ED	2005 02 12 08 30	0.1
N_ED	2005 02 12 08 35	0.2
N_ED	2005 02 12 08 40	0.1
N_ED	2005 02 12 08 45	0.1
N_ED	2005 02 12 08 50	0.1
N_ED	2005 02 12 08 55	0.1
N_ED	2005 02 12 09 00	0.2
N_ED	2005 02 12 09 05	0.1
N_ED	2005 02 12 09 10	0.2
N_ED	2005 02 12 09 15	0.1
N_ED	2005 02 12 09 20	0.1
N_ED	2005 02 12 09 25	0.2
N_ED	2005 02 12 09 30	0.1
N_ED	2005 02 12 09 35	0.2
N_ED	2005 02 12 09 40	0.1
N_ED	2005 02 12 09 45	0.2
N_ED	2005 02 12 09 50	0.2
N_ED	2005 02 12 09 55	0.3
N_ED	2005 02 12 10 00	0.2
N_ED	2005 02 12 10 05	0.2
N_ED	2005 02 12 10 10	0.2
N_ED	2005 02 12 10 15	0.2
N_ED	2005 02 12 10 20	0.1
N_ED	2005 02 12 10 25	0.1
N_ED	2005 02 12 10 30	0.1
N_ED	2005 02 12 10 35	0.1
N_ED	2005 02 12 10 40	0.1
N_ED	2005 02 12 10 50	0.1
N_ED	2005 02 12 10 55	0.1
N_ED	2005 02 12 11 00	0.1
N_ED	2005 02 12 11 05	0.1
